Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2000,OTHER (COMBINED) COUNTIES,288,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2002,BROWN,240,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,BROWN,192,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,BROWN,288,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2001,CLAY,144,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,CLAY,288,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,COMANCHE,471,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2015,COMANCHE,723,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,COMANCHE,781,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2021,EASTLAND,689,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2010,SHACKELFORD,480,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2007,SHACKELFORD,789,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,SHACKELFORD,360,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,SHACKELFORD,400,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,SHACKELFORD,800,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,SHACKELFORD,240,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,SHACKELFORD,360,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,SHACKELFORD,260,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,SHACKELFORD,267,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2007,THROCKMORTON,343,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,THROCKMORTON,240,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,THROCKMORTON,663,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,THROCKMORTON,452,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,THROCKMORTON,230,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,THROCKMORTON,320,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,THROCKMORTON,154,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,THROCKMORTON,416,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2021,YOUNG,297,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2010,YOUNG,336,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2006,YOUNG,185,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,YOUNG,240,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,YOUNG,400,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,YOUNG,240,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2000,YOUNG,320,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,OTHER (COMBINED) COUNTIES,659,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,OTHER (COMBINED) COUNTIES,707,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,OTHER (COMBINED) COUNTIES,925,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,OTHER (COMBINED) COUNTIES,556,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,OTHER (COMBINED) COUNTIES,500,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,OTHER (COMBINED) COUNTIES,905,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,OTHER (COMBINED) COUNTIES,825,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,OTHER (COMBINED) COUNTIES,668,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,OTHER (COMBINED) COUNTIES,188,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,OTHER (COMBINED) COUNTIES,762,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,OTHER (COMBINED) COUNTIES,480,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,OTHER (COMBINED) COUNTIES,544,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,OTHER (COMBINED) COUNTIES,658,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OTHER (COMBINED) COUNTIES,442,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OTHER (COMBINED) COUNTIES,480,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OTHER (COMBINED) COUNTIES,612,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,OTHER (COMBINED) COUNTIES,480,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,OTHER (COMBINED) COUNTIES,576,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,OTHER (COMBINED) COUNTIES,466,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,OTHER (COMBINED) COUNTIES,192,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,BELL,703,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,BELL,395,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,BELL,548,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,BELL,1018,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,BELL,746,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,BELL,530,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,BELL,550,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,BELL,806,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,BELL,493,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,BELL,591,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,BELL,881,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,BELL,848,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2011,BELL,269,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,BELL,789,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2008,BELL,455,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,BELL,744,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,BELL,499,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,BELL,674,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,BELL,684,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,BELL,409,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2001,BELL,416,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,BELL,578,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,BOSQUE,570,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2017,BOSQUE,490,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2018,COLLIN,1204,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2006,COLLIN,300,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2004,COLLIN,608,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,COLLIN,432,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,COLLIN,587,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,COLLIN,360,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,COLLIN,394,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2014,CORYELL,608,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2006,DALLAS,311,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2010,DELTA,330,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2006,DELTA,103,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,DELTA,288,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,DELTA,554,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,DELTA,480,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,DELTA,640,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,DELTA,440,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,DELTA,206,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,ELLIS,448,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,ELLIS,336,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,ELLIS,410,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,ELLIS,976,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,ELLIS,925,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,ELLIS,513,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,ELLIS,652,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,ELLIS,716,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,ELLIS,514,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,ELLIS,414,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,ELLIS,716,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,ELLIS,716,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,ELLIS,638,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,ELLIS,237,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,ELLIS,582,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,ELLIS,574,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,ELLIS,480,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,ELLIS,579,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,ELLIS,380,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,ELLIS,566,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,ELLIS,637,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,ELLIS,471,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,ELLIS,624,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,ELLIS,441,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,ELLIS,288,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2023,FALLS,650,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,FALLS,437,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2018,FALLS,846,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2016,FALLS,673,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,FALLS,1036,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,FALLS,949,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,FALLS,919,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2011,FALLS,375,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,FALLS,936,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2007,FALLS,522,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,FALLS,608,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,FALLS,810,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,FALLS,677,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,FALLS,600,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2001,FALLS,519,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,FALLS,335,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2018,FANNIN,537,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,FANNIN,1009,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,FANNIN,403,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2001,FANNIN,480,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2005,GRAYSON,880,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2024,HILL,535,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,HILL,407,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,HILL,363,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,HILL,1073,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,HILL,1048,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,HILL,616,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,HILL,491,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,HILL,991,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,HILL,470,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,HILL,476,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,HILL,744,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,HILL,776,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,HILL,700,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,HILL,282,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,HILL,661,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,HILL,421,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,HILL,573,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,HILL,743,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,HILL,439,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HILL,618,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HILL,743,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HILL,539,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HILL,744,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HILL,361,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HILL,283,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2020,HUNT,738,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2018,HUNT,744,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2010,HUNT,274,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2008,HUNT,347,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2006,HUNT,105,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HUNT,314,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HUNT,516,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HUNT,360,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HUNT,518,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HUNT,452,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HUNT,173,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2011,JOHNSON,240,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2023,LAMAR,669,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2019,LAMAR,637,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,LAMAR,1076,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,LAMAR,1024,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2007,LAMAR,900,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,LAMAR,258,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,LAMAR,406,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,LAMAR,655,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,LAMAR,480,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,LAMAR,514,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,LAMAR,364,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,LAMAR,480,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2012,LIMESTONE,819,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,LIMESTONE,243,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,LIMESTONE,682,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2007,LIMESTONE,640,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,LIMESTONE,517,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,LIMESTONE,610,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,LIMESTONE,511,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,LIMESTONE,377,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,LIMESTONE,446,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,LIMESTONE,400,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,LIMESTONE,199,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2022,MCLENNAN,392,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,MCLENNAN,1383,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,MCLENNAN,936,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,MCLENNAN,595,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,MCLENNAN,652,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,MCLENNAN,946,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,MCLENNAN,743,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2014,MCLENNAN,855,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2012,MCLENNAN,965,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,MCLENNAN,424,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2006,MCLENNAN,553,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,MCLENNAN,747,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,MCLENNAN,683,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,MCLENNAN,553,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,MCLENNAN,698,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,MCLENNAN,487,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,MCLENNAN,473,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,MILAM,870,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,MILAM,462,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,MILAM,1040,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,MILAM,732,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,MILAM,622,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,MILAM,677,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,MILAM,789,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,MILAM,521,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,MILAM,623,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,MILAM,1092,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,MILAM,952,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,MILAM,1048,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,MILAM,440,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,MILAM,844,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,MILAM,337,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,MILAM,513,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,MILAM,611,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,MILAM,626,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,MILAM,724,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,MILAM,700,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,MILAM,530,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,MILAM,756,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,MILAM,594,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,MILAM,510,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,NAVARRO,552,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,NAVARRO,190,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,NAVARRO,314,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,NAVARRO,825,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,NAVARRO,727,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,NAVARRO,425,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,NAVARRO,619,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,NAVARRO,736,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,NAVARRO,541,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,NAVARRO,521,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,NAVARRO,705,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,NAVARRO,619,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,NAVARRO,518,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,NAVARRO,267,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,NAVARRO,657,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,NAVARRO,485,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,NAVARRO,546,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,NAVARRO,672,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,NAVARRO,377,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,NAVARRO,629,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,NAVARRO,514,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,NAVARRO,454,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,NAVARRO,745,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,NAVARRO,339,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,NAVARRO,329,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,WILLIAMSON,891,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,WILLIAMSON,434,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,WILLIAMSON,1142,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,WILLIAMSON,588,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,WILLIAMSON,590,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,WILLIAMSON,626,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,WILLIAMSON,909,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,WILLIAMSON,489,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,WILLIAMSON,569,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,WILLIAMSON,793,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,WILLIAMSON,824,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,WILLIAMSON,658,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,WILLIAMSON,245,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,WILLIAMSON,818,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,WILLIAMSON,357,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,WILLIAMSON,405,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,WILLIAMSON,731,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,WILLIAMSON,636,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,WILLIAMSON,541,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,WILLIAMSON,761,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,WILLIAMSON,543,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,WILLIAMSON,608,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,WILLIAMSON,508,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,WILLIAMSON,367,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,OTHER (COMBINED) COUNTIES,780,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,OTHER (COMBINED) COUNTIES,741,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2010,OTHER (COMBINED) COUNTIES,617,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2007,OTHER (COMBINED) COUNTIES,540,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OTHER (COMBINED) COUNTIES,480,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OTHER (COMBINED) COUNTIES,591,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OTHER (COMBINED) COUNTIES,528,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,OTHER (COMBINED) COUNTIES,240,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,OTHER (COMBINED) COUNTIES,480,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,OTHER (COMBINED) COUNTIES,420,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,OTHER (COMBINED) COUNTIES,320,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2003,ANDERSON,517,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2000,ANDERSON,256,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2006,HOUSTON,549,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HOUSTON,629,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HOUSTON,573,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HOUSTON,583,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HOUSTON,672,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HOUSTON,480,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HOUSTON,298,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2006,RED RIVER,380,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,RED RIVER,692,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,RED RIVER,545,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,RED RIVER,662,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,RED RIVER,710,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,RED RIVER,490,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,RED RIVER,320,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,OTHER (COMBINED) COUNTIES,686,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,OTHER (COMBINED) COUNTIES,986,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,OTHER (COMBINED) COUNTIES,913,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,OTHER (COMBINED) COUNTIES,908,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2013,OTHER (COMBINED) COUNTIES,830,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,OTHER (COMBINED) COUNTIES,1161,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,OTHER (COMBINED) COUNTIES,516,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,OTHER (COMBINED) COUNTIES,814,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,OTHER (COMBINED) COUNTIES,282,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,OTHER (COMBINED) COUNTIES,722,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,OTHER (COMBINED) COUNTIES,896,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OTHER (COMBINED) COUNTIES,780,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OTHER (COMBINED) COUNTIES,630,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OTHER (COMBINED) COUNTIES,720,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,OTHER (COMBINED) COUNTIES,591,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,OTHER (COMBINED) COUNTIES,640,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,OTHER (COMBINED) COUNTIES,427,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,OTHER (COMBINED) COUNTIES,540,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2023,BRAZOS,776,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2021,BRAZOS,1002,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2016,BRAZOS,920,LB / ACRE,11.0,11.0,98.0,2.0,44.0
