Year,County,Yield_Bu_Acre,PCT_PLANTED_April,PCT_PLANTED_February,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2009,UVALDE,102.3,74.0,74.0,100.0,100.0,98.0
2008,UVALDE,112.0,66.0,66.0,99.0,99.0,97.0
2007,UVALDE,139.0,70.0,70.0,70.0,70.0,98.0
2006,UVALDE,120.0,80.0,80.0,80.0,80.0,99.0
2005,UVALDE,119.8,72.0,72.0,72.0,72.0,95.0
2004,UVALDE,127.0,70.0,70.0,70.0,70.0,98.0
2003,UVALDE,126.8,73.0,73.0,100.0,100.0,99.0
2002,UVALDE,124.6,75.0,75.0,100.0,100.0,99.0
2001,UVALDE,122.8,69.0,69.0,69.0,69.0,98.0
2000,UVALDE,95.7,80.0,80.0,80.0,80.0,97.0
2019,OTHER (COMBINED) COUNTIES,93.2,65.0,65.0,100.0,51.0,93.0
2018,OTHER (COMBINED) COUNTIES,63.4,70.0,70.0,96.0,43.0,90.0
2017,OTHER (COMBINED) COUNTIES,104.0,71.0,71.0,100.0,45.0,96.0
2016,OTHER (COMBINED) COUNTIES,82.7,52.0,52.0,99.0,38.0,93.0
2015,OTHER (COMBINED) COUNTIES,90.5,56.0,2.0,100.0,20.0,83.0
2014,OTHER (COMBINED) COUNTIES,109.0,64.0,64.0,100.0,100.0,97.0
2013,OTHER (COMBINED) COUNTIES,51.9,69.0,69.0,98.0,98.0,95.0
2012,OTHER (COMBINED) COUNTIES,86.1,70.0,70.0,70.0,70.0,95.0
2011,OTHER (COMBINED) COUNTIES,40.0,66.0,66.0,100.0,100.0,98.0
2010,OTHER (COMBINED) COUNTIES,104.6,61.0,61.0,61.0,61.0,97.0
2009,OTHER (COMBINED) COUNTIES,36.0,74.0,74.0,100.0,100.0,98.0
2008,OTHER (COMBINED) COUNTIES,37.0,66.0,66.0,99.0,99.0,97.0
2007,OTHER (COMBINED) COUNTIES,77.0,70.0,70.0,70.0,70.0,98.0
2006,OTHER (COMBINED) COUNTIES,52.0,80.0,80.0,80.0,80.0,99.0
2005,OTHER (COMBINED) COUNTIES,56.5,72.0,72.0,72.0,72.0,95.0
2000,OTHER (COMBINED) COUNTIES,55.6,80.0,80.0,80.0,80.0,97.0
2025,AUSTIN,99.8,74.0,74.0,97.0,55.0,93.0
2024,AUSTIN,84.0,71.0,3.0,100.0,57.0,92.0
2021,AUSTIN,88.0,66.0,3.0,3.0,50.0,95.0
2020,AUSTIN,113.1,67.0,67.0,98.0,50.0,96.0
2019,AUSTIN,127.3,65.0,65.0,100.0,51.0,93.0
2018,AUSTIN,68.5,70.0,70.0,96.0,43.0,90.0
2014,AUSTIN,105.6,64.0,64.0,100.0,100.0,97.0
2013,AUSTIN,91.2,69.0,69.0,98.0,98.0,95.0
2012,AUSTIN,108.0,70.0,70.0,70.0,70.0,95.0
2011,AUSTIN,19.5,66.0,66.0,100.0,100.0,98.0
2010,AUSTIN,86.7,61.0,61.0,61.0,61.0,97.0
2007,AUSTIN,93.0,70.0,70.0,70.0,70.0,98.0
2006,AUSTIN,119.0,80.0,80.0,80.0,80.0,99.0
2005,AUSTIN,78.7,72.0,72.0,72.0,72.0,95.0
2004,AUSTIN,89.3,70.0,70.0,70.0,70.0,98.0
2003,AUSTIN,46.1,73.0,73.0,100.0,100.0,99.0
2002,AUSTIN,72.9,75.0,75.0,100.0,100.0,99.0
2001,AUSTIN,91.0,69.0,69.0,69.0,69.0,98.0
2000,AUSTIN,100.0,80.0,80.0,80.0,80.0,97.0
2014,BASTROP,86.6,64.0,64.0,100.0,100.0,97.0
2007,BASTROP,101.0,70.0,70.0,70.0,70.0,98.0
2006,BASTROP,57.0,80.0,80.0,80.0,80.0,99.0
2005,BASTROP,80.8,72.0,72.0,72.0,72.0,95.0
2004,BASTROP,109.4,70.0,70.0,70.0,70.0,98.0
2003,BASTROP,40.0,73.0,73.0,100.0,100.0,99.0
2002,BASTROP,46.7,75.0,75.0,100.0,100.0,99.0
2001,BASTROP,66.4,69.0,69.0,69.0,69.0,98.0
2000,BASTROP,72.1,80.0,80.0,80.0,80.0,97.0
2024,BEE,41.8,71.0,3.0,100.0,57.0,92.0
2023,BEE,93.9,74.0,5.0,100.0,52.0,92.0
2020,BEE,69.2,67.0,67.0,98.0,50.0,96.0
2019,BEE,87.3,65.0,65.0,100.0,51.0,93.0
2018,BEE,67.7,70.0,70.0,96.0,43.0,90.0
2017,BEE,93.6,71.0,71.0,100.0,45.0,96.0
2016,BEE,89.1,52.0,52.0,99.0,38.0,93.0
2015,BEE,84.3,56.0,2.0,100.0,20.0,83.0
2014,BEE,55.6,64.0,64.0,100.0,100.0,97.0
2012,BEE,52.9,70.0,70.0,70.0,70.0,95.0
2011,BEE,39.8,66.0,66.0,100.0,100.0,98.0
2010,BEE,92.8,61.0,61.0,61.0,61.0,97.0
2009,BEE,24.2,74.0,74.0,100.0,100.0,98.0
2008,BEE,49.0,66.0,66.0,99.0,99.0,97.0
2007,BEE,101.0,70.0,70.0,70.0,70.0,98.0
2006,BEE,71.0,80.0,80.0,80.0,80.0,99.0
2005,BEE,66.0,72.0,72.0,72.0,72.0,95.0
2004,BEE,86.2,70.0,70.0,70.0,70.0,98.0
2003,BEE,36.4,73.0,73.0,100.0,100.0,99.0
2002,BEE,34.3,75.0,75.0,100.0,100.0,99.0
2001,BEE,44.8,69.0,69.0,69.0,69.0,98.0
2000,BEE,67.0,80.0,80.0,80.0,80.0,97.0
2025,BEXAR,61.9,74.0,74.0,97.0,55.0,93.0
2024,BEXAR,68.4,71.0,3.0,100.0,57.0,92.0
2023,BEXAR,93.3,74.0,5.0,100.0,52.0,92.0
2022,BEXAR,53.0,69.0,5.0,99.0,51.0,94.0
2021,BEXAR,73.9,66.0,3.0,3.0,50.0,95.0
2020,BEXAR,107.8,67.0,67.0,98.0,50.0,96.0
2019,BEXAR,102.4,65.0,65.0,100.0,51.0,93.0
2018,BEXAR,68.2,70.0,70.0,96.0,43.0,90.0
2017,BEXAR,91.7,71.0,71.0,100.0,45.0,96.0
2016,BEXAR,96.4,52.0,52.0,99.0,38.0,93.0
2015,BEXAR,100.6,56.0,2.0,100.0,20.0,83.0
2014,BEXAR,69.9,64.0,64.0,100.0,100.0,97.0
2013,BEXAR,87.2,69.0,69.0,98.0,98.0,95.0
2012,BEXAR,83.3,70.0,70.0,70.0,70.0,95.0
2011,BEXAR,61.3,66.0,66.0,100.0,100.0,98.0
2010,BEXAR,86.6,61.0,61.0,61.0,61.0,97.0
2009,BEXAR,51.0,74.0,74.0,100.0,100.0,98.0
2008,BEXAR,61.0,66.0,66.0,99.0,99.0,97.0
2007,BEXAR,100.0,70.0,70.0,70.0,70.0,98.0
2006,BEXAR,78.0,80.0,80.0,80.0,80.0,99.0
2005,BEXAR,77.4,72.0,72.0,72.0,72.0,95.0
2004,BEXAR,90.4,70.0,70.0,70.0,70.0,98.0
2003,BEXAR,55.7,73.0,73.0,100.0,100.0,99.0
2002,BEXAR,65.6,75.0,75.0,100.0,100.0,99.0
2001,BEXAR,70.1,69.0,69.0,69.0,69.0,98.0
2000,BEXAR,71.6,80.0,80.0,80.0,80.0,97.0
2025,BURLESON,164.0,74.0,74.0,97.0,55.0,93.0
2024,BURLESON,133.2,71.0,3.0,100.0,57.0,92.0
2022,BURLESON,89.7,69.0,5.0,99.0,51.0,94.0
2021,BURLESON,130.1,66.0,3.0,3.0,50.0,95.0
2020,BURLESON,120.8,67.0,67.0,98.0,50.0,96.0
2019,BURLESON,82.7,65.0,65.0,100.0,51.0,93.0
2018,BURLESON,95.5,70.0,70.0,96.0,43.0,90.0
2017,BURLESON,124.7,71.0,71.0,100.0,45.0,96.0
2016,BURLESON,104.3,52.0,52.0,99.0,38.0,93.0
2015,BURLESON,96.1,56.0,2.0,100.0,20.0,83.0
2013,BURLESON,92.2,69.0,69.0,98.0,98.0,95.0
2012,BURLESON,102.9,70.0,70.0,70.0,70.0,95.0
2010,BURLESON,114.9,61.0,61.0,61.0,61.0,97.0
2009,BURLESON,70.7,74.0,74.0,100.0,100.0,98.0
2008,BURLESON,94.0,66.0,66.0,99.0,99.0,97.0
2007,BURLESON,149.0,70.0,70.0,70.0,70.0,98.0
2006,BURLESON,113.0,80.0,80.0,80.0,80.0,99.0
2005,BURLESON,95.5,72.0,72.0,72.0,72.0,95.0
2004,BURLESON,124.3,70.0,70.0,70.0,70.0,98.0
2003,BURLESON,82.6,73.0,73.0,100.0,100.0,99.0
2002,BURLESON,91.9,75.0,75.0,100.0,100.0,99.0
2001,BURLESON,100.7,69.0,69.0,69.0,69.0,98.0
2000,BURLESON,110.4,80.0,80.0,80.0,80.0,97.0
2025,CALDWELL,43.7,74.0,74.0,97.0,55.0,93.0
2024,CALDWELL,110.7,71.0,3.0,100.0,57.0,92.0
2022,CALDWELL,40.7,69.0,5.0,99.0,51.0,94.0
2021,CALDWELL,90.9,66.0,3.0,3.0,50.0,95.0
2019,CALDWELL,113.2,65.0,65.0,100.0,51.0,93.0
2018,CALDWELL,64.4,70.0,70.0,96.0,43.0,90.0
2017,CALDWELL,98.7,71.0,71.0,100.0,45.0,96.0
2016,CALDWELL,99.0,52.0,52.0,99.0,38.0,93.0
2015,CALDWELL,111.9,56.0,2.0,100.0,20.0,83.0
2014,CALDWELL,91.1,64.0,64.0,100.0,100.0,97.0
2013,CALDWELL,74.2,69.0,69.0,98.0,98.0,95.0
2012,CALDWELL,96.9,70.0,70.0,70.0,70.0,95.0
2011,CALDWELL,15.9,66.0,66.0,100.0,100.0,98.0
2010,CALDWELL,104.4,61.0,61.0,61.0,61.0,97.0
2007,CALDWELL,91.0,70.0,70.0,70.0,70.0,98.0
2006,CALDWELL,30.0,80.0,80.0,80.0,80.0,99.0
2005,CALDWELL,69.6,72.0,72.0,72.0,72.0,95.0
2004,CALDWELL,100.3,70.0,70.0,70.0,70.0,98.0
2003,CALDWELL,28.5,73.0,73.0,100.0,100.0,99.0
2002,CALDWELL,38.2,75.0,75.0,100.0,100.0,99.0
2001,CALDWELL,78.9,69.0,69.0,69.0,69.0,98.0
2000,CALDWELL,87.2,80.0,80.0,80.0,80.0,97.0
2025,COLORADO,139.6,74.0,74.0,97.0,55.0,93.0
2024,COLORADO,112.8,71.0,3.0,100.0,57.0,92.0
2022,COLORADO,67.6,69.0,5.0,99.0,51.0,94.0
2021,COLORADO,84.4,66.0,3.0,3.0,50.0,95.0
2020,COLORADO,130.5,67.0,67.0,98.0,50.0,96.0
2019,COLORADO,143.1,65.0,65.0,100.0,51.0,93.0
2018,COLORADO,102.2,70.0,70.0,96.0,43.0,90.0
2017,COLORADO,108.3,71.0,71.0,100.0,45.0,96.0
2016,COLORADO,95.5,52.0,52.0,99.0,38.0,93.0
2015,COLORADO,115.4,56.0,2.0,100.0,20.0,83.0
2014,COLORADO,115.9,64.0,64.0,100.0,100.0,97.0
2013,COLORADO,82.7,69.0,69.0,98.0,98.0,95.0
2012,COLORADO,81.2,70.0,70.0,70.0,70.0,95.0
2011,COLORADO,78.7,66.0,66.0,100.0,100.0,98.0
2010,COLORADO,102.8,61.0,61.0,61.0,61.0,97.0
2009,COLORADO,48.5,74.0,74.0,100.0,100.0,98.0
2008,COLORADO,68.0,66.0,66.0,99.0,99.0,97.0
2007,COLORADO,114.0,70.0,70.0,70.0,70.0,98.0
2006,COLORADO,100.0,80.0,80.0,80.0,80.0,99.0
2005,COLORADO,114.2,72.0,72.0,72.0,72.0,95.0
2004,COLORADO,83.2,70.0,70.0,70.0,70.0,98.0
2003,COLORADO,68.8,73.0,73.0,100.0,100.0,99.0
2002,COLORADO,81.2,75.0,75.0,100.0,100.0,99.0
2001,COLORADO,103.4,69.0,69.0,69.0,69.0,98.0
2000,COLORADO,102.0,80.0,80.0,80.0,80.0,97.0
2006,COMAL,58.0,80.0,80.0,80.0,80.0,99.0
2004,COMAL,86.2,70.0,70.0,70.0,70.0,98.0
2003,COMAL,40.0,73.0,73.0,100.0,100.0,99.0
2002,COMAL,51.5,75.0,75.0,100.0,100.0,99.0
2001,COMAL,68.5,69.0,69.0,69.0,69.0,98.0
2025,DE WITT,88.6,74.0,74.0,97.0,55.0,93.0
2024,DE WITT,85.2,71.0,3.0,100.0,57.0,92.0
2023,DE WITT,111.1,74.0,5.0,100.0,52.0,92.0
2022,DE WITT,60.2,69.0,5.0,99.0,51.0,94.0
2021,DE WITT,106.2,66.0,3.0,3.0,50.0,95.0
2020,DE WITT,93.8,67.0,67.0,98.0,50.0,96.0
2018,DE WITT,60.5,70.0,70.0,96.0,43.0,90.0
2015,DE WITT,56.0,56.0,2.0,100.0,20.0,83.0
2014,DE WITT,81.8,64.0,64.0,100.0,100.0,97.0
2013,DE WITT,68.0,69.0,69.0,98.0,98.0,95.0
2012,DE WITT,80.8,70.0,70.0,70.0,70.0,95.0
2011,DE WITT,29.6,66.0,66.0,100.0,100.0,98.0
2010,DE WITT,101.7,61.0,61.0,61.0,61.0,97.0
2009,DE WITT,19.3,74.0,74.0,100.0,100.0,98.0
2008,DE WITT,42.0,66.0,66.0,99.0,99.0,97.0
2007,DE WITT,107.0,70.0,70.0,70.0,70.0,98.0
2006,DE WITT,29.0,80.0,80.0,80.0,80.0,99.0
2005,DE WITT,76.9,72.0,72.0,72.0,72.0,95.0
2004,DE WITT,77.3,70.0,70.0,70.0,70.0,98.0
2003,DE WITT,50.6,73.0,73.0,100.0,100.0,99.0
2002,DE WITT,43.4,75.0,75.0,100.0,100.0,99.0
2001,DE WITT,82.4,69.0,69.0,69.0,69.0,98.0
2000,DE WITT,110.9,80.0,80.0,80.0,80.0,97.0
2025,FAYETTE,95.1,74.0,74.0,97.0,55.0,93.0
2024,FAYETTE,112.7,71.0,3.0,100.0,57.0,92.0
2023,FAYETTE,93.6,74.0,5.0,100.0,52.0,92.0
2022,FAYETTE,55.6,69.0,5.0,99.0,51.0,94.0
2021,FAYETTE,101.9,66.0,3.0,3.0,50.0,95.0
2020,FAYETTE,90.9,67.0,67.0,98.0,50.0,96.0
2019,FAYETTE,109.1,65.0,65.0,100.0,51.0,93.0
2018,FAYETTE,67.7,70.0,70.0,96.0,43.0,90.0
2017,FAYETTE,88.9,71.0,71.0,100.0,45.0,96.0
2016,FAYETTE,83.3,52.0,52.0,99.0,38.0,93.0
2015,FAYETTE,77.8,56.0,2.0,100.0,20.0,83.0
2014,FAYETTE,110.0,64.0,64.0,100.0,100.0,97.0
2013,FAYETTE,53.6,69.0,69.0,98.0,98.0,95.0
2012,FAYETTE,73.2,70.0,70.0,70.0,70.0,95.0
2011,FAYETTE,30.0,66.0,66.0,100.0,100.0,98.0
2010,FAYETTE,106.3,61.0,61.0,61.0,61.0,97.0
2009,FAYETTE,23.9,74.0,74.0,100.0,100.0,98.0
2008,FAYETTE,40.0,66.0,66.0,99.0,99.0,97.0
2007,FAYETTE,105.0,70.0,70.0,70.0,70.0,98.0
2006,FAYETTE,48.0,80.0,80.0,80.0,80.0,99.0
2005,FAYETTE,68.9,72.0,72.0,72.0,72.0,95.0
2004,FAYETTE,102.1,70.0,70.0,70.0,70.0,98.0
2003,FAYETTE,44.1,73.0,73.0,100.0,100.0,99.0
2002,FAYETTE,41.4,75.0,75.0,100.0,100.0,99.0
2001,FAYETTE,85.5,69.0,69.0,69.0,69.0,98.0
2000,FAYETTE,96.2,80.0,80.0,80.0,80.0,97.0
2024,GOLIAD,60.6,71.0,3.0,100.0,57.0,92.0
2021,GOLIAD,66.5,66.0,3.0,3.0,50.0,95.0
2016,GOLIAD,102.2,52.0,52.0,99.0,38.0,93.0
2015,GOLIAD,58.5,56.0,2.0,100.0,20.0,83.0
2014,GOLIAD,89.7,64.0,64.0,100.0,100.0,97.0
2012,GOLIAD,55.0,70.0,70.0,70.0,70.0,95.0
2011,GOLIAD,16.6,66.0,66.0,100.0,100.0,98.0
2010,GOLIAD,90.3,61.0,61.0,61.0,61.0,97.0
2007,GOLIAD,83.0,70.0,70.0,70.0,70.0,98.0
2005,GOLIAD,73.6,72.0,72.0,72.0,72.0,95.0
2004,GOLIAD,76.5,70.0,70.0,70.0,70.0,98.0
2003,GOLIAD,36.7,73.0,73.0,100.0,100.0,99.0
2002,GOLIAD,35.2,75.0,75.0,100.0,100.0,99.0
2001,GOLIAD,63.9,69.0,69.0,69.0,69.0,98.0
2000,GOLIAD,98.4,80.0,80.0,80.0,80.0,97.0
2025,GONZALES,82.2,74.0,74.0,97.0,55.0,93.0
2024,GONZALES,94.6,71.0,3.0,100.0,57.0,92.0
2023,GONZALES,123.9,74.0,5.0,100.0,52.0,92.0
2022,GONZALES,56.0,69.0,5.0,99.0,51.0,94.0
2021,GONZALES,95.6,66.0,3.0,3.0,50.0,95.0
2019,GONZALES,117.6,65.0,65.0,100.0,51.0,93.0
2018,GONZALES,75.9,70.0,70.0,96.0,43.0,90.0
2017,GONZALES,101.5,71.0,71.0,100.0,45.0,96.0
2016,GONZALES,100.8,52.0,52.0,99.0,38.0,93.0
2013,GONZALES,84.0,69.0,69.0,98.0,98.0,95.0
2012,GONZALES,110.3,70.0,70.0,70.0,70.0,95.0
2010,GONZALES,112.4,61.0,61.0,61.0,61.0,97.0
2009,GONZALES,29.2,74.0,74.0,100.0,100.0,98.0
2008,GONZALES,46.0,66.0,66.0,99.0,99.0,97.0
2007,GONZALES,102.0,70.0,70.0,70.0,70.0,98.0
2005,GONZALES,81.5,72.0,72.0,72.0,72.0,95.0
2004,GONZALES,97.9,70.0,70.0,70.0,70.0,98.0
2003,GONZALES,37.0,73.0,73.0,100.0,100.0,99.0
2002,GONZALES,40.6,75.0,75.0,100.0,100.0,99.0
2001,GONZALES,63.6,69.0,69.0,69.0,69.0,98.0
2000,GONZALES,108.9,80.0,80.0,80.0,80.0,97.0
2025,GUADALUPE,47.0,74.0,74.0,97.0,55.0,93.0
2024,GUADALUPE,69.1,71.0,3.0,100.0,57.0,92.0
2023,GUADALUPE,86.0,74.0,5.0,100.0,52.0,92.0
2022,GUADALUPE,33.5,69.0,5.0,99.0,51.0,94.0
2021,GUADALUPE,94.0,66.0,3.0,3.0,50.0,95.0
2020,GUADALUPE,88.3,67.0,67.0,98.0,50.0,96.0
2019,GUADALUPE,95.7,65.0,65.0,100.0,51.0,93.0
2018,GUADALUPE,57.7,70.0,70.0,96.0,43.0,90.0
2017,GUADALUPE,75.4,71.0,71.0,100.0,45.0,96.0
2016,GUADALUPE,91.1,52.0,52.0,99.0,38.0,93.0
2015,GUADALUPE,108.8,56.0,2.0,100.0,20.0,83.0
2014,GUADALUPE,54.7,64.0,64.0,100.0,100.0,97.0
2013,GUADALUPE,64.5,69.0,69.0,98.0,98.0,95.0
2012,GUADALUPE,78.2,70.0,70.0,70.0,70.0,95.0
2011,GUADALUPE,15.6,66.0,66.0,100.0,100.0,98.0
2010,GUADALUPE,92.5,61.0,61.0,61.0,61.0,97.0
2008,GUADALUPE,24.0,66.0,66.0,99.0,99.0,97.0
2007,GUADALUPE,86.0,70.0,70.0,70.0,70.0,98.0
2006,GUADALUPE,26.0,80.0,80.0,80.0,80.0,99.0
2005,GUADALUPE,55.1,72.0,72.0,72.0,72.0,95.0
2004,GUADALUPE,88.1,70.0,70.0,70.0,70.0,98.0
2003,GUADALUPE,24.2,73.0,73.0,100.0,100.0,99.0
2002,GUADALUPE,40.3,75.0,75.0,100.0,100.0,99.0
2001,GUADALUPE,71.0,69.0,69.0,69.0,69.0,98.0
2000,GUADALUPE,82.0,80.0,80.0,80.0,80.0,97.0
2022,HAYS,30.1,69.0,5.0,99.0,51.0,94.0
2021,HAYS,92.0,66.0,3.0,3.0,50.0,95.0
2020,HAYS,109.4,67.0,67.0,98.0,50.0,96.0
2019,HAYS,105.0,65.0,65.0,100.0,51.0,93.0
2018,HAYS,70.0,70.0,70.0,96.0,43.0,90.0
2017,HAYS,99.8,71.0,71.0,100.0,45.0,96.0
2016,HAYS,82.4,52.0,52.0,99.0,38.0,93.0
2014,HAYS,81.9,64.0,64.0,100.0,100.0,97.0
2011,HAYS,12.6,66.0,66.0,100.0,100.0,98.0
2006,HAYS,26.0,80.0,80.0,80.0,80.0,99.0
2005,HAYS,50.9,72.0,72.0,72.0,72.0,95.0
2004,HAYS,91.1,70.0,70.0,70.0,70.0,98.0
2003,HAYS,30.9,73.0,73.0,100.0,100.0,99.0
2002,HAYS,30.9,75.0,75.0,100.0,100.0,99.0
2001,HAYS,60.4,69.0,69.0,69.0,69.0,98.0
2000,HAYS,87.6,80.0,80.0,80.0,80.0,97.0
2024,KARNES,62.4,71.0,3.0,100.0,57.0,92.0
2023,KARNES,80.2,74.0,5.0,100.0,52.0,92.0
2020,KARNES,71.1,67.0,67.0,98.0,50.0,96.0
2017,KARNES,84.5,71.0,71.0,100.0,45.0,96.0
2016,KARNES,95.2,52.0,52.0,99.0,38.0,93.0
2015,KARNES,73.8,56.0,2.0,100.0,20.0,83.0
2012,KARNES,49.1,70.0,70.0,70.0,70.0,95.0
2011,KARNES,20.8,66.0,66.0,100.0,100.0,98.0
2010,KARNES,83.5,61.0,61.0,61.0,61.0,97.0
2007,KARNES,76.0,70.0,70.0,70.0,70.0,98.0
2006,KARNES,58.0,80.0,80.0,80.0,80.0,99.0
2005,KARNES,51.8,72.0,72.0,72.0,72.0,95.0
2004,KARNES,65.8,70.0,70.0,70.0,70.0,98.0
2003,KARNES,35.9,73.0,73.0,100.0,100.0,99.0
2002,KARNES,14.5,75.0,75.0,100.0,100.0,99.0
2001,KARNES,41.0,69.0,69.0,69.0,69.0,98.0
2000,KARNES,61.1,80.0,80.0,80.0,80.0,97.0
2024,LAVACA,100.5,71.0,3.0,100.0,57.0,92.0
2023,LAVACA,101.7,74.0,5.0,100.0,52.0,92.0
2022,LAVACA,57.7,69.0,5.0,99.0,51.0,94.0
2021,LAVACA,78.7,66.0,3.0,3.0,50.0,95.0
2020,LAVACA,100.4,67.0,67.0,98.0,50.0,96.0
2018,LAVACA,76.9,70.0,70.0,96.0,43.0,90.0
2017,LAVACA,92.4,71.0,71.0,100.0,45.0,96.0
2016,LAVACA,78.0,52.0,52.0,99.0,38.0,93.0
2014,LAVACA,78.9,64.0,64.0,100.0,100.0,97.0
2013,LAVACA,65.6,69.0,69.0,98.0,98.0,95.0
2012,LAVACA,74.8,70.0,70.0,70.0,70.0,95.0
2011,LAVACA,34.1,66.0,66.0,100.0,100.0,98.0
2010,LAVACA,83.3,61.0,61.0,61.0,61.0,97.0
2009,LAVACA,32.7,74.0,74.0,100.0,100.0,98.0
2007,LAVACA,85.0,70.0,70.0,70.0,70.0,98.0
2006,LAVACA,37.0,80.0,80.0,80.0,80.0,99.0
2005,LAVACA,60.0,72.0,72.0,72.0,72.0,95.0
2004,LAVACA,70.7,70.0,70.0,70.0,70.0,98.0
2003,LAVACA,40.4,73.0,73.0,100.0,100.0,99.0
2002,LAVACA,36.7,75.0,75.0,100.0,100.0,99.0
2001,LAVACA,73.1,69.0,69.0,69.0,69.0,98.0
2000,LAVACA,98.0,80.0,80.0,80.0,80.0,97.0
2024,LEE,115.3,71.0,3.0,100.0,57.0,92.0
2022,LEE,52.4,69.0,5.0,99.0,51.0,94.0
2021,LEE,86.0,66.0,3.0,3.0,50.0,95.0
2019,LEE,129.0,65.0,65.0,100.0,51.0,93.0
2018,LEE,70.3,70.0,70.0,96.0,43.0,90.0
2016,LEE,60.0,52.0,52.0,99.0,38.0,93.0
2014,LEE,94.2,64.0,64.0,100.0,100.0,97.0
2013,LEE,58.9,69.0,69.0,98.0,98.0,95.0
2011,LEE,13.0,66.0,66.0,100.0,100.0,98.0
2008,LEE,44.0,66.0,66.0,99.0,99.0,97.0
2005,LEE,59.0,72.0,72.0,72.0,72.0,95.0
2004,LEE,85.0,70.0,70.0,70.0,70.0,98.0
2003,LEE,66.7,73.0,73.0,100.0,100.0,99.0
2002,LEE,44.2,75.0,75.0,100.0,100.0,99.0
2001,LEE,80.7,69.0,69.0,69.0,69.0,98.0
2000,LEE,82.0,80.0,80.0,80.0,80.0,97.0
2025,MEDINA,90.2,74.0,74.0,97.0,55.0,93.0
2024,MEDINA,96.9,71.0,3.0,100.0,57.0,92.0
2023,MEDINA,126.1,74.0,5.0,100.0,52.0,92.0
2021,MEDINA,80.0,66.0,3.0,3.0,50.0,95.0
2020,MEDINA,110.7,67.0,67.0,98.0,50.0,96.0
2019,MEDINA,140.9,65.0,65.0,100.0,51.0,93.0
2018,MEDINA,100.0,70.0,70.0,96.0,43.0,90.0
2017,MEDINA,124.7,71.0,71.0,100.0,45.0,96.0
2016,MEDINA,117.7,52.0,52.0,99.0,38.0,93.0
2015,MEDINA,122.4,56.0,2.0,100.0,20.0,83.0
2014,MEDINA,103.6,64.0,64.0,100.0,100.0,97.0
2013,MEDINA,117.1,69.0,69.0,98.0,98.0,95.0
2012,MEDINA,119.7,70.0,70.0,70.0,70.0,95.0
2011,MEDINA,121.3,66.0,66.0,100.0,100.0,98.0
2010,MEDINA,122.7,61.0,61.0,61.0,61.0,97.0
2009,MEDINA,94.1,74.0,74.0,100.0,100.0,98.0
2008,MEDINA,102.0,66.0,66.0,99.0,99.0,97.0
2007,MEDINA,127.0,70.0,70.0,70.0,70.0,98.0
2006,MEDINA,100.0,80.0,80.0,80.0,80.0,99.0
2005,MEDINA,106.6,72.0,72.0,72.0,72.0,95.0
2004,MEDINA,105.0,70.0,70.0,70.0,70.0,98.0
2003,MEDINA,92.7,73.0,73.0,100.0,100.0,99.0
2002,MEDINA,85.9,75.0,75.0,100.0,100.0,99.0
2001,MEDINA,95.1,69.0,69.0,69.0,69.0,98.0
2000,MEDINA,74.0,80.0,80.0,80.0,80.0,97.0
2025,TRAVIS,96.9,74.0,74.0,97.0,55.0,93.0
2024,TRAVIS,99.6,71.0,3.0,100.0,57.0,92.0
2023,TRAVIS,93.2,74.0,5.0,100.0,52.0,92.0
2021,TRAVIS,78.0,66.0,3.0,3.0,50.0,95.0
2019,TRAVIS,76.3,65.0,65.0,100.0,51.0,93.0
2018,TRAVIS,60.1,70.0,70.0,96.0,43.0,90.0
2017,TRAVIS,91.0,71.0,71.0,100.0,45.0,96.0
2016,TRAVIS,65.1,52.0,52.0,99.0,38.0,93.0
2015,TRAVIS,50.5,56.0,2.0,100.0,20.0,83.0
2014,TRAVIS,71.3,64.0,64.0,100.0,100.0,97.0
2013,TRAVIS,54.3,69.0,69.0,98.0,98.0,95.0
2012,TRAVIS,72.8,70.0,70.0,70.0,70.0,95.0
2011,TRAVIS,22.8,66.0,66.0,100.0,100.0,98.0
2010,TRAVIS,86.7,61.0,61.0,61.0,61.0,97.0
2009,TRAVIS,27.2,74.0,74.0,100.0,100.0,98.0
2008,TRAVIS,47.0,66.0,66.0,99.0,99.0,97.0
2007,TRAVIS,79.0,70.0,70.0,70.0,70.0,98.0
2006,TRAVIS,75.0,80.0,80.0,80.0,80.0,99.0
2005,TRAVIS,55.2,72.0,72.0,72.0,72.0,95.0
2004,TRAVIS,93.9,70.0,70.0,70.0,70.0,98.0
2003,TRAVIS,62.5,73.0,73.0,100.0,100.0,99.0
2002,TRAVIS,39.0,75.0,75.0,100.0,100.0,99.0
2001,TRAVIS,73.1,69.0,69.0,69.0,69.0,98.0
2000,TRAVIS,76.4,80.0,80.0,80.0,80.0,97.0
2004,WASHINGTON,60.0,70.0,70.0,70.0,70.0,98.0
2003,WASHINGTON,43.3,73.0,73.0,100.0,100.0,99.0
2002,WASHINGTON,50.6,75.0,75.0,100.0,100.0,99.0
2001,WASHINGTON,35.0,69.0,69.0,69.0,69.0,98.0
2000,WASHINGTON,67.7,80.0,80.0,80.0,80.0,97.0
2022,WILSON,51.0,69.0,5.0,99.0,51.0,94.0
2019,WILSON,125.6,65.0,65.0,100.0,51.0,93.0
